business_id,business_name,customer_radius_km,customer_type,supplier_dependency,seasonality,main_operational_risks,key_demand_indicators
BUS00388,Restaurant - Unit 0388,4.4,Retail - Repeat/Loyalty,Seasonal supplier contracts,High demand Oct-Dec (festive season),Power/utility disruptions; Logistics and last-mile delivery cost; Delayed customer payments (B2B),Agricultural output in surrounding region; Local construction/real estate activity; Foot traffic count
BUS00389,Photography Studio - Unit 0389,2.1,Mixed Retail & Wholesale,Single supplier - high dependency,Monsoon-dependent (Jun-Sep),High employee attrition; Raw material price volatility; Logistics and last-mile delivery cost,Local construction/real estate activity; Local population growth
BUS00390,Sweet Shop - Unit 0390,0.5,Retail - Walk-in,2-3 suppliers - moderate dependency,Stable year-round demand,Power/utility disruptions; Regulatory/licensing compliance burden; Limited access to working capital credit,Local construction/real estate activity; Online order volume trend; Social media engagement/reviews
BUS00391,Kirana Store - Unit 0391,1.2,Government/Institutional Contracts,Diversified supplier base - low dependency,"Low seasonality, weekday/weekend variation only",Regulatory/licensing compliance burden; Perishable inventory spoilage; High employee attrition,Average transaction value trend; Local employment rate
BUS00392,Bookstore - Unit 0392,0.5,Wholesale Bulk Buyers,Seasonal supplier contracts,Stable year-round demand,Delayed customer payments (B2B); Perishable inventory spoilage,Repeat customer rate; Social media engagement/reviews; Seasonal festival calendar
BUS00393,Packaging Unit - Unit 0393,22.5,Institutional (Schools/Offices),Import-dependent supply chain,Year-end/New Year spike,Logistics and last-mile delivery cost; Competition from larger chains; High employee attrition,Average transaction value trend; School/college enrollment nearby; Agricultural output in surrounding region
BUS00394,Packaging Unit - Unit 0394,28.6,Mixed Retail & Wholesale,Single supplier - high dependency,"Back-to-school peak (Jun, Jan)",Power/utility disruptions; Currency/import cost fluctuation,School/college enrollment nearby; Online order volume trend
BUS00395,Event Planning Service - Unit 0395,6.8,Online/E-commerce,Seasonal supplier contracts,"Low seasonality, weekday/weekend variation only",Limited access to working capital credit; Perishable inventory spoilage,Seasonal festival calendar; Repeat customer rate
BUS00396,Fitness Studio - Unit 0396,5.8,B2B - Local Businesses,Self-sourced/in-house production,Wedding season peak (Nov-Feb),High employee attrition; Logistics and last-mile delivery cost; Perishable inventory spoilage,Agricultural output in surrounding region; School/college enrollment nearby
BUS00397,Handicraft Exporter - Unit 0397,3,B2B - Regional Distributors,2-3 suppliers - moderate dependency,Monsoon-dependent (Jun-Sep),High employee attrition; Limited access to working capital credit; Currency/import cost fluctuation,Local construction/real estate activity; Competitor density in radius
BUS00398,Salon & Spa - Unit 0398,0.8,Retail - Repeat/Loyalty,Import-dependent supply chain,Year-end/New Year spike,Delayed customer payments (B2B); Raw material price volatility,Competitor density in radius; Local construction/real estate activity; Agricultural output in surrounding region
BUS00399,Mobile Repair Shop - Unit 0399,28.7,Mixed Retail & Wholesale,2-3 suppliers - moderate dependency,"Low seasonality, weekday/weekend variation only",Power/utility disruptions; High employee attrition; Logistics and last-mile delivery cost,Foot traffic count; Social media engagement/reviews
BUS00400,Event Planning Service - Unit 0400,9.9,Government/Institutional Contracts,Single supplier - high dependency,"Low seasonality, weekday/weekend variation only",Power/utility disruptions; Currency/import cost fluctuation; Seasonal cash flow gaps,Repeat customer rate; Social media engagement/reviews; Average transaction value trend
BUS00401,Furniture Store - Unit 0401,0.4,B2B - Regional Distributors,Self-sourced/in-house production,Stable year-round demand,Regulatory/licensing compliance burden; Logistics and last-mile delivery cost; Perishable inventory spoilage,Social media engagement/reviews; Seasonal festival calendar
BUS00402,Bakery - Unit 0402,4.9,Online/E-commerce,Diversified supplier base - low dependency,Summer peak (Apr-Jun),Power/utility disruptions; High employee attrition; Limited access to working capital credit,Competitor density in radius; Local employment rate; Seasonal festival calendar
BUS00403,Print & Copy Shop - Unit 0403,2.1,B2B - Regional Distributors,Single supplier - high dependency,"Back-to-school peak (Jun, Jan)",Delayed customer payments (B2B); Power/utility disruptions,Online order volume trend; Local population growth; School/college enrollment nearby
BUS00404,Mobile Repair Shop - Unit 0404,0.4,Mixed Retail & Wholesale,2-3 suppliers - moderate dependency,"Low seasonality, weekday/weekend variation only",Competition from larger chains; Perishable inventory spoilage; Currency/import cost fluctuation,Local employment rate; Repeat customer rate
BUS00405,Cloud Kitchen - Unit 0405,1.6,Institutional (Schools/Offices),Self-sourced/in-house production,Stable year-round demand,Limited access to working capital credit; Regulatory/licensing compliance burden; Perishable inventory spoilage,Competitor density in radius; Social media engagement/reviews; School/college enrollment nearby
BUS00406,Handicraft Exporter - Unit 0406,4.7,Wholesale Bulk Buyers,Single supplier - high dependency,Wedding season peak (Nov-Feb),Logistics and last-mile delivery cost; Limited access to working capital credit,Seasonal festival calendar; Competitor density in radius
BUS00407,Furniture Store - Unit 0407,19.9,Mixed Retail & Wholesale,Single supplier - high dependency,Harvest-season dependent,Competition from larger chains; Currency/import cost fluctuation; Seasonal cash flow gaps,School/college enrollment nearby; Competitor density in radius
BUS00408,Tutoring Center - Unit 0408,25.7,Retail - Repeat/Loyalty,Single supplier - high dependency,Summer peak (Apr-Jun),High employee attrition; Regulatory/licensing compliance burden; Currency/import cost fluctuation,Agricultural output in surrounding region; Seasonal festival calendar; Local construction/real estate activity
BUS00409,Vegetable Vendor - Unit 0409,9.1,Mixed Retail & Wholesale,Diversified supplier base - low dependency,"Low seasonality, weekday/weekend variation only",Power/utility disruptions; Seasonal cash flow gaps; Currency/import cost fluctuation,Local population growth; Online order volume trend
BUS00410,Sweet Shop - Unit 0410,5.9,Retail - Repeat/Loyalty,2-3 suppliers - moderate dependency,Summer peak (Apr-Jun),Dependence on single supplier; Limited access to working capital credit; Currency/import cost fluctuation,Social media engagement/reviews; Foot traffic count; School/college enrollment nearby
BUS00411,Photography Studio - Unit 0411,10.1,Retail - Repeat/Loyalty,Single supplier - high dependency,"Back-to-school peak (Jun, Jan)",Dependence on single supplier; Currency/import cost fluctuation,Seasonal festival calendar; Online order volume trend; School/college enrollment nearby
BUS00412,Laundry Service - Unit 0412,4.9,B2B - Local Businesses,2-3 suppliers - moderate dependency,"Low seasonality, weekday/weekend variation only",Raw material price volatility; Limited access to working capital credit,Competitor density in radius; Average transaction value trend; School/college enrollment nearby
BUS00413,Plastic Goods Manufacturer - Unit 0413,23.5,Government/Institutional Contracts,Self-sourced/in-house production,Summer peak (Apr-Jun),Logistics and last-mile delivery cost; Limited access to working capital credit,School/college enrollment nearby; Agricultural output in surrounding region; Local construction/real estate activity
BUS00414,Tutoring Center - Unit 0414,21.1,Government/Institutional Contracts,Diversified supplier base - low dependency,Wedding season peak (Nov-Feb),Delayed customer payments (B2B); High employee attrition; Dependence on single supplier,Seasonal festival calendar; Competitor density in radius; Local employment rate
BUS00415,Hardware Store - Unit 0415,1.8,Retail - Walk-in,Seasonal supplier contracts,Summer peak (Apr-Jun),Perishable inventory spoilage; Competition from larger chains; Delayed customer payments (B2B),Agricultural output in surrounding region; Average transaction value trend
BUS00416,Photography Studio - Unit 0416,13.8,Wholesale Bulk Buyers,Diversified supplier base - low dependency,Monsoon-dependent (Jun-Sep),Delayed customer payments (B2B); Regulatory/licensing compliance burden,Local employment rate; Social media engagement/reviews
BUS00417,Tutoring Center - Unit 0417,9,Wholesale Bulk Buyers,Self-sourced/in-house production,Monsoon-dependent (Jun-Sep),Dependence on single supplier; Power/utility disruptions; High employee attrition,Seasonal festival calendar; School/college enrollment nearby; Social media engagement/reviews
BUS00418,Event Planning Service - Unit 0418,4.8,Retail - Repeat/Loyalty,2-3 suppliers - moderate dependency,Summer peak (Apr-Jun),Dependence on single supplier; Currency/import cost fluctuation; Competition from larger chains,Seasonal festival calendar; Local construction/real estate activity; Average transaction value trend
BUS00419,Clothing Boutique - Unit 0419,5.7,Retail - Walk-in,Seasonal supplier contracts,High demand Oct-Dec (festive season),Dependence on single supplier; Perishable inventory spoilage,Local population growth; Average transaction value trend; Foot traffic count
BUS00420,Bakery - Unit 0420,0.9,Mixed Retail & Wholesale,2-3 suppliers - moderate dependency,Wedding season peak (Nov-Feb),Perishable inventory spoilage; Competition from larger chains; Regulatory/licensing compliance burden,Agricultural output in surrounding region; Foot traffic count; Competitor density in radius
BUS00421,Restaurant - Unit 0421,1.6,Wholesale Bulk Buyers,Single supplier - high dependency,"Low seasonality, weekday/weekend variation only",Seasonal cash flow gaps; High employee attrition; Perishable inventory spoilage,Foot traffic count; Repeat customer rate; Online order volume trend
BUS00422,Fitness Studio - Unit 0422,13.5,Retail - Walk-in,2-3 suppliers - moderate dependency,Year-end/New Year spike,Delayed customer payments (B2B); Currency/import cost fluctuation,Average transaction value trend; Local employment rate
BUS00423,Sweet Shop - Unit 0423,5.9,B2B - Local Businesses,Import-dependent supply chain,High demand Oct-Dec (festive season),Perishable inventory spoilage; Competition from larger chains,Online order volume trend; Competitor density in radius; Foot traffic count
BUS00424,Plastic Goods Manufacturer - Unit 0424,3.6,B2B - Regional Distributors,Import-dependent supply chain,Harvest-season dependent,Raw material price volatility; Seasonal cash flow gaps; Perishable inventory spoilage,Local employment rate; Online order volume trend
BUS00425,Kirana Store - Unit 0425,0.5,Mixed Retail & Wholesale,Import-dependent supply chain,Summer peak (Apr-Jun),Dependence on single supplier; High employee attrition; Seasonal cash flow gaps,Repeat customer rate; School/college enrollment nearby; Local construction/real estate activity
